4.107581660947136726e+01,2.136905668741981756e+01,4.647302494128295791e+01,6.510354663578600309e+01,2.639900242076602410e+01,5.168392549447900564e+01,6.221613741538379827e+01,4.256950451555203330e+01,2.530517209369728704e+01,2.730893172531587609e+01,4.404078437633836529e+01,5.502975777124042622e+01,1.859298239646293993e+01,2.359527262195085839e+01,2.608916293585738444e+01,5.439832229214959369e+01,2.746166722849793729e+01,4.082949749125491934e+01,3.444147664941407783e+01,3.271177050393484365e+01,3.920116276387166465e+01,3.083251079545561879e+01,2.785394637875809565e+01,1.357411352119673431e+01,2.627165223831659802e+01,3.644912602326757423e+01,1.741616934960442720e+01,4.611733375235579757e+01,4.052003661022420999e+01,3.173818727384049154e+01,1.901330932714025579e+01,4.002386055582125124e+01,1.681039028121083945e+01,2.872410124716313717e+01,2.288375418071297673e+01,2.954763691115574531e+01,3.572698403742867157e+01,3.622974794422783873e+01,3.393572490816845288e+01,2.431845610729974538e+01,2.243390163937747417e+01,4.091741035219455114e+01,3.576449753128457587e+01,4.086708685393693230e+01
9.742774874095429993e+01,1.807313361809402181e+02,1.387822202112180321e+02,1.539630130714538723e+02,1.264792072070568878e+02,9.662593932005449915e+01,1.042215918914221362e+02,1.835725987990342674e+02,9.757257591438138888e+01,9.234942819189427610e+01,1.077238745262041846e+02,2.153165177196657112e+02,1.286665350877955518e+02,8.497385696349711282e+01,1.028004720857208838e+02,9.304257846723500336e+01,8.875682492715301919e+01,7.038296298252377881e+01,8.725838076294176915e+01,9.267726156557583295e+01,7.531743381832478690e+01,1.232326782837669583e+02,1.824840303287658969e+02,5.255785317265532086e+01,1.295352786201868867e+02,6.679954236468336148e+01,5.909788130350820268e+01,8.932002082558511802e+01,1.624380323444670466e+02,7.673938742880962138e+01,9.654653945781647906e+01,9.586529213532513438e+01,1.174973256796947823e+02,1.824806644634851125e+02,8.595900683646898699e+01,8.106267034312629960e+01,1.284579672970950242e+02,1.076288382998123865e+02,7.020447424050935581e+01,8.904692361452492833e+01,1.690260626026123418e+02,1.822115634175435730e+02,1.000638453788546940e+02,1.794592943900584316e+02
2.936398672939085230e+01,4.763715561488933758e+01,6.622607651312269184e+01,5.626375934809294677e+01,3.757638159955642720e+01,3.972392689944702227e+01,7.246571836682680612e+01,2.873720889722279992e+01,2.131725203356937115e+01,4.638460973076901439e+01,4.460418640845525573e+01,7.332316927598543543e+01,3.434768430315564558e+01,3.089630185235062498e+01,4.543550575299857996e+01,4.461073721700916650e+01,2.823817160808512483e+01,3.784811377841860747e+01,2.799057679426020329e+01,3.700577402437814101e+01,2.991752957591362261e+01,4.485813682382288903e+01,4.454826887599673313e+01,3.517805205537535329e+01,2.082989090110176278e+01,2.404031883735489217e+01,2.546233817890524875e+01,6.664780295282950817e+01,6.049795184575857832e+01,4.220633268598311361e+01,3.461336684837006317e+01,2.865327299070618849e+01,3.541451474209615924e+01,2.248119012090428370e+01,4.069869505508090413e+01,3.882729032746384235e+01,4.883489670385442594e+01,4.159442494820305569e+01,5.721750071219575773e+01,4.173975547012807397e+01,3.346461730698863590e+01,2.330062032382030424e+01,3.048139200759360534e+01,5.807032169267835542e+01
1.515522016577802162e+02,2.800932264208142897e+02,2.517499904116739060e+02,2.505940084848739104e+02,2.034800435304235293e+02,1.306867086352279159e+02,1.310446841596254046e+02,8.680013675542598151e+01,1.155791108063761357e+02,1.833622000451791223e+02,1.813288316211982760e+02,2.622820553972001676e+02,1.545957020375678326e+02,1.662989388558021631e+02,1.236649878181639934e+02,2.002062411453423181e+02,1.073242514922473134e+02,9.150425594278394215e+01,1.148395766401198301e+02,9.439394973114133336e+01,1.545745181624578493e+02,2.048127610880431746e+02,2.894678317118289783e+02,1.389297296463554687e+02,5.026675199838592789e+01,1.513138225464637969e+02,1.655391122811005289e+02,2.000904613717448228e+02,2.585654767702019399e+02,1.259817054088552624e+02,1.215737316878260970e+02,1.094135084938182558e+02,1.900918461056349429e+02,1.184975740131256288e+02,1.775995116534033968e+02,1.442811911031305954e+02,2.254560978425019755e+02,1.919573949898128546e+02,1.614509370339028180e+02,1.930100726167004836e+02,2.638389974683916535e+02,8.681013422227131571e+01,1.329893401121427132e+02,2.776224450743616785e+02
3.336929732214711208e+01,4.235391705136300544e+01,6.416683954879020746e+01,5.384774355720220740e+01,2.995665803991488474e+01,4.152088320017507783e+01,7.289099983222010337e+01,3.483822863356166977e+01,2.513073600746123049e+01,3.879680601618436242e+01,3.310841027760690025e+01,6.941637319410988027e+01,2.965809374571027490e+01,2.411431092358190753e+01,4.046444385642935515e+01,4.386984696631169811e+01,2.710057534012551272e+01,3.932160380286435242e+01,2.577043896250345512e+01,3.509073553193104544e+01,2.891175188060885048e+01,4.835676519618749580e+01,3.825003502812539580e+01,3.422344223226865267e+01,2.786524253225401537e+01,1.679429268442924794e+01,2.752407327229118295e+01,6.490537823697526676e+01,5.806033258807904218e+01,3.906230642424655741e+01,3.194211649838527833e+01,2.301629022953232706e+01,3.386893022022834998e+01,2.601183186916372492e+01,3.582685486361735627e+01,4.266682805870389927e+01,5.093003198813177335e+01,4.495216534554827348e+01,5.765670181223860880e+01,3.993972582693645279e+01,2.864534987685594913e+01,2.975886120854890038e+01,3.655656436259189235e+01,5.300960488726323661e+01
1.009423070484399858e+02,1.844455251910851814e+02,1.501223155692819091e+02,1.495433603579539010e+02,1.077337808671740618e+02,7.653834682478360207e+01,1.001136633319333242e+02,1.829685744727564440e+02,7.586060044361708776e+01,7.385465501442159564e+01,9.803663291286851234e+01,2.252308345355575909e+02,1.206872405383696218e+02,7.758885100303753291e+01,1.081879748477123684e+02,1.102057627566314295e+02,9.197146948665735522e+01,7.978568402960942763e+01,9.405831598477531941e+01,1.011489568346694057e+02,6.343112412965103175e+01,1.301700728463393943e+02,1.853802702322674918e+02,6.963799925218194176e+01,1.294289732387736080e+02,7.896590818935786160e+01,5.458084945402641353e+01,1.112844011534346862e+02,1.635959937470926207e+02,9.266343556393846370e+01,1.220723687868007801e+02,1.020423219594392066e+02,1.126843063227742334e+02,1.854501405371354110e+02,1.030423348964856842e+02,7.889820216070297931e+01,1.217663794255273046e+02,9.235949631817322825e+01,7.193675012237477517e+01,1.011947712353472468e+02,1.778173640101448711e+02,1.722424169230259565e+02,1.027023389699760685e+02,1.990220743078436669e+02
3.629099942733041928e+01,3.046443813668678402e+01,4.660982390254093843e+01,5.596651664421824535e+01,2.238882183825699812e+01,4.092935551185581744e+01,6.814011836046898907e+01,4.097360000817586467e+01,1.884901672181829113e+01,2.815801669364294568e+01,3.645615253941151934e+01,6.220088122014342957e+01,1.979178084234710511e+01,1.882177129473588195e+01,2.691666473431383011e+01,4.591984628821979442e+01,2.220635591450217206e+01,3.505673342838779405e+01,2.444367280587633928e+01,2.735436962018493290e+01,2.894255658824258859e+01,2.965551071553159090e+01,2.809312558775225810e+01,1.753895588828746455e+01,1.909221992210710184e+01,3.207104197494569320e+01,1.250430842297835454e+01,5.447537276695811670e+01,4.289038166737304181e+01,2.865500944418097617e+01,1.878578965172263437e+01,2.751184568663790486e+01,2.379998122027902596e+01,1.806305045382007890e+01,2.309083738850519296e+01,2.856515614852832385e+01,3.337184709516255765e+01,3.681760589289014263e+01,3.915585078301398880e+01,2.261029931798831427e+01,2.303548376800322828e+01,3.834771354566223067e+01,3.017582390627408984e+01,4.057717024954882135e+01
1.002363797477551088e+02,1.745386361350190612e+02,1.283836681709688605e+02,1.339353373561246485e+02,1.189464776587704762e+02,1.070147897387772389e+02,1.009485436027392780e+02,1.984589643364557787e+02,1.041418123627366299e+02,8.804766347514920710e+01,1.130602177565068303e+02,2.130305350409954599e+02,1.432677486271727219e+02,7.702721845673201528e+01,1.021485044942099591e+02,8.196935565647284250e+01,8.322727193257216527e+01,7.772052191401124333e+01,9.211776984073804897e+01,1.067841573528890535e+02,7.630903116920724472e+01,1.093583130560008527e+02,1.712426479125648484e+02,6.564579276139632213e+01,1.380844824671681010e+02,7.107209932895845839e+01,5.279179822419779811e+01,8.984246748024591511e+01,1.644604197861955583e+02,7.249371726372655189e+01,1.112644552165215828e+02,1.000835839231046549e+02,1.148556386169221355e+02,1.946293809964931540e+02,6.780890749089860492e+01,8.129974150669646349e+01,1.154847384312938487e+02,9.714854162549164585e+01,7.810655181430578864e+01,7.841136878191070991e+01,1.638394613234367228e+02,1.912998042698038716e+02,9.323843703516355674e+01,1.729199628647009206e+02
4.746951726427048612e+01,3.604831245880758672e+01,5.097925912748849697e+01,9.733273328374261268e+01,5.108230871479908330e+01,8.419511846998388194e+01,3.507869086463953323e+01,5.041177233450686401e+01,3.722244038668100785e+01,4.805177321007949587e+01,7.218551577314973144e+01,1.901719448643170551e+01,3.943329906580284216e+01,5.300598123329705658e+01,3.046332825932479693e+01,8.514230336024701273e+01,5.978937783549403662e+01,7.431555058137341518e+01,6.793172675981088560e+01,6.295362374336603040e+01,6.885446821248073945e+01,3.967209339064183382e+01,5.087921164202312951e+01,3.677024381416681820e+01,4.412638017545432945e+01,6.100155354380237327e+01,3.514160170412672102e+01,1.254014794435070179e+01,2.530411023661348224e+01,6.304849009334648002e+01,3.152353223117350112e+01,6.841021551606517903e+01,4.571006994357332331e+01,6.118695921016010431e+01,4.834005737819288129e+01,5.689290577222615752e+01,2.735108289499354228e+01,6.233402494252386106e+01,2.861994547015087065e+01,3.907288564779076978e+01,5.342508446156941204e+01,5.736272466817190718e+01,7.098652445727007887e+01,6.178883257294396003e+01
1.264253488652444446e+02,1.223055684179084324e+02,7.529340580335970401e+01,9.125356515582635097e+01,1.060424972913743886e+02,1.465185008173510823e+02,1.554553710158963042e+02,2.730948501291289858e+02,1.684676064765671697e+02,1.125574282349173956e+02,1.374469363373626720e+02,2.125038442853622769e+02,1.858506336290904812e+02,9.837312097440505454e+01,1.372739234138398103e+02,8.492580813278296148e+01,1.616026282097028570e+02,1.543263296341682178e+02,1.357570768959080851e+02,1.834204791822655807e+02,1.479999594717777995e+02,1.154763946625249673e+02,1.147411776207233203e+02,1.242054693511154824e+02,2.182036473590071068e+02,1.345304602384406110e+02,1.067711290290449995e+02,8.283350137555508752e+01,1.055732317092308961e+02,1.467937313691605823e+02,1.642292797971742004e+02,1.636020735696199893e+02,9.694502100594675653e+01,2.600688527206893923e+02,9.892114418996075642e+01,1.379820526369375102e+02,1.028959376016740919e+02,1.102710058358569967e+02,1.230536278645284085e+02,8.259437483666674495e+01,1.810894428515056234e+02,2.734497028430617434e+02,1.426586175527178284e+02,9.461313487455331028e+01
